rfq_id,product_type,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency_days,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months,structural_base_vol_mean,structural_base_vol_max,structural_base_vol_min,structural_base_vol_std,realized_vol_63d_mean,realized_vol_63d_max,realized_vol_63d_min,realized_vol_63d_std,n_underlyings
RFQ-018279,Wretched Hive Digital,worst_of,1.1694,0.6,0,30,0.3285,250000,Nal Hutta Traders,TRD-026,2016-11-28,True,2016-11-29,2021-03-31,40.18,0.285,0.42,0.15,0.1909188309203678,0.3504553743952941,0.5278968809352552,0.173013867855333,0.2509401850767273,2
RFQ-020555,Holocron Reverse Convertible,single,1.2341,0.8178,0,30,0.3824,100000,Banco de Coruscant,TRD-029,2016-11-28,False,,,,0.35,0.35,0.35,0.0,0.4220102682476937,0.4220102682476937,0.4220102682476937,0.0,1
RFQ-024888,Wretched Hive Digital,worst_of,1.3343,0.6,0,30,0.1982,250000,Alderaan Wealth Partners,TRD-019,2016-11-28,True,2016-12-03,2026-04-10,97.59,0.21000000000000002,0.27,0.15,0.08485281374238571,0.26247396072365103,0.3519340535919691,0.173013867855333,0.126515676625532,2
RFQ-024935,Kessel Run Snowball,worst_of,1.0,0.6161,5,90,0.1688,500000,Nal Hutta Traders,TRD-018,2016-11-28,False,,,,0.165,0.22,0.11,0.07778174593052023,0.21948693078260825,0.2738449783544159,0.1651288832108006,0.07687388810017226,2
RFQ-000467,Kessel Run Snowball,worst_of,1.0,0.5848,3,90,0.3556,100000,Banco de Coruscant,TRD-020,2016-11-29,True,2016-12-03,2025-02-14,46.45,0.31,0.32,0.3,0.014142135623730963,0.41924952257210685,0.4474874538006642,0.3910115913435495,0.03993446531678454,2
RFQ-005449,Sith Eternal Snowball,worst_of,1.0,0.6307,4,365,0.3967,100000,Chandrila Sovereign Fund,TRD-011,2016-11-29,False,,,,0.36000000000000004,0.5,0.28,0.12165525060596435,0.5118985051636189,0.7437613911048225,0.3444466705853699,0.20730327821610306,3
RFQ-009295,Death Star Phoenix Note,worst_of,0.9845,0.637,3,365,0.2489,250000,First Order Financial,TRD-039,2016-11-29,True,2016-12-02,2021-07-31,29.19,0.245,0.31,0.18,0.09192388155425119,0.29595216183705414,0.3560893457162337,0.2358149779578746,0.08504682104486036,2
RFQ-009757,Holocron Reverse Convertible,single,1.3696,0.8243,0,90,0.2397,250000,Jabba Asset Management,TRD-009,2016-11-29,False,,,,0.22,0.22,0.22,0.0,0.2739585612925025,0.2739585612925025,0.2739585612925025,0.0,1
RFQ-010263,Holocron Reverse Convertible,single,1.3787,0.7975,0,90,0.0982,500000,Jabba Asset Management,TRD-023,2016-11-29,False,,,,0.11,0.11,0.11,0.0,0.1651428154572403,0.1651428154572403,0.1651428154572403,0.0,1
RFQ-010671,Mandalorian Twin-Win,single,1.351,0.7568,0,30,0.3147,500000,First Order Financial,TRD-032,2016-11-29,False,,,,0.28,0.28,0.28,0.0,0.3444466705853699,0.3444466705853699,0.3444466705853699,0.0,1
RFQ-013355,Death Star Phoenix Note,worst_of,1.0062,0.5669,2,180,0.1996,500000,Banco de Coruscant,TRD-006,2016-11-29,True,2016-11-29,2019-07-02,23.18,0.21500000000000002,0.28,0.15,0.0919238815542512,0.2583759865560665,0.3444466705853699,0.1723053025267631,0.1217223286769702,2
RFQ-015101,Wretched Hive Digital,worst_of,1.3646,0.6,0,180,0.2433,100000,Banco de Coruscant,TRD-038,2016-11-29,False,,,,0.22999999999999998,0.31,0.15,0.11313708498984762,0.2641973241214984,0.3560893457162337,0.1723053025267631,0.12995494321315598,2
RFQ-017593,Death Star Phoenix Note,worst_of,1.01,0.6404,3,180,0.3441,250000,Jabba Asset Management,TRD-023,2016-11-29,False,,,,0.31,0.35,0.27,0.056568542494923775,0.3870261846848647,0.4216850204688392,0.3523673489008903,0.049014995621758616,2
RFQ-017767,Holocron Reverse Convertible,single,1.3391,0.7612,0,30,0.5922,250000,Banco de Coruscant,TRD-029,2016-11-29,False,,,,0.5,0.5,0.5,0.0,0.7437613911048225,0.7437613911048225,0.7437613911048225,0.0,1
RFQ-021540,Wretched Hive Digital,worst_of,1.2373,0.6,0,365,0.2928,5000000,Banco de Coruscant,TRD-035,2016-11-29,True,2016-12-04,2025-12-25,93.03,0.265,0.27,0.26,0.007071067811865481,0.3121056744691213,0.3523673489008903,0.2718440000373524,0.05693860602525771,2
RFQ-021767,Holocron Reverse Convertible,single,1.3172,0.7184,0,30,0.2924,250000,Nal Hutta Traders,TRD-033,2016-11-29,False,,,,0.26,0.26,0.26,0.0,0.2718440000373524,0.2718440000373524,0.2718440000373524,0.0,1
RFQ-003346,Mandalorian Twin-Win,single,1.3113,0.7803,0,60,0.3063,250000,Alderaan Wealth Partners,TRD-022,2016-11-30,True,2016-12-05,2025-12-18,37.85,0.27,0.27,0.27,0.0,0.3537296006713589,0.3537296006713589,0.3537296006713589,0.0,1
RFQ-004077,Wretched Hive Digital,worst_of,1.2315,0.6,0,180,0.2394,1000000,Corellian Capital,TRD-026,2016-11-30,True,2016-12-03,2020-11-06,32.57,0.265,0.35,0.18,0.1202081528017131,0.3250306873023494,0.4154977718131329,0.2345636027915659,0.127939777863503,2
RFQ-006713,Death Star Phoenix Note,worst_of,1.0045,0.6916,2,30,0.2572,100000,First Order Financial,TRD-014,2016-11-30,True,2016-12-01,2026-05-12,21.3,0.245,0.31,0.18,0.09192388155425119,0.2940505111734807,0.3535374195553954,0.2345636027915659,0.0841271926173496,2
RFQ-006829,Mandalorian Twin-Win,single,1.3511,0.7645,0,30,0.2893,250000,Alderaan Wealth Partners,TRD-021,2016-11-30,False,,,,0.3,0.3,0.3,0.0,0.4460223395957068,0.4460223395957068,0.4460223395957068,0.0,1
RFQ-009061,Wretched Hive Digital,worst_of,1.2136,0.6,0,180,0.3488,1000000,First Order Financial,TRD-004,2016-11-30,True,2016-12-01,2024-09-10,81.05,0.385,0.42,0.35,0.04949747468305835,0.47296873347865853,0.5304396951441841,0.4154977718131329,0.08127621343001055,2
RFQ-009906,Kessel Run Snowball,worst_of,1.0,0.5785,3,60,0.451,250000,Jabba Asset Management,TRD-034,2016-11-30,True,2016-12-02,2020-08-25,39.12,0.385,0.5,0.27,0.1626345596729059,0.5482499445363168,0.7427702884012747,0.3537296006713589,0.27509330845130153,2
RFQ-010231,Kessel Run Snowball,worst_of,1.0,0.5176,6,90,0.3999,250000,Kamino Cloning Trust,TRD-023,2016-11-30,True,2016-12-01,2023-02-17,77.75,0.36,0.5,0.22,0.19798989873223333,0.5063674853845224,0.7427702884012747,0.26996468236777,0.3343240502093064,2
RFQ-015594,Mandalorian Twin-Win,single,1.1713,0.797,0,90,0.3379,100000,Nal Hutta Traders,TRD-001,2016-11-30,True,2016-12-02,2020-12-23,23.19,0.3,0.3,0.3,0.0,0.4460223395957068,0.4460223395957068,0.4460223395957068,0.0,1
RFQ-016121,Wretched Hive Digital,worst_of,1.3498,0.6,0,90,0.2838,100000,Chandrila Sovereign Fund,TRD-002,2016-11-30,True,2016-12-01,2026-03-14,93.06,0.315,0.35,0.28,0.04949747468305829,0.38813195159059577,0.4154977718131329,0.3607661313680587,0.03870111410417591,2
RFQ-016660,Wretched Hive Digital,worst_of,1.2621,0.6,0,30,0.2502,1000000,Kamino Cloning Trust,TRD-008,2016-11-30,True,2016-12-05,2022-07-01,56.57,0.22499999999999998,0.3,0.15,0.10606601717798211,0.3096720027913925,0.4460223395957068,0.1733216659870782,0.19282849554280065,2
RFQ-016898,Sith Eternal Snowball,worst_of,1.0,0.5655,6,30,0.2382,1000000,Jabba Asset Management,TRD-031,2016-11-30,False,,,,0.21333333333333335,0.31,0.11,0.10016652800877812,0.26289444759256736,0.3535374195553954,0.1651812408545366,0.09437692344280899,3
RFQ-019760,Death Star Phoenix Note,worst_of,0.9801,0.5859,0,180,0.2328,100000,Nal Hutta Traders,TRD-001,2016-11-30,True,2016-11-30,2023-12-28,28.51,0.225,0.27,0.18,0.0636396103067893,0.2941466017314624,0.3537296006713589,0.2345636027915659,0.08426308518766336,2
RFQ-020956,Kessel Run Snowball,worst_of,1.0,0.6438,5,60,0.2442,100000,Jabba Asset Management,TRD-029,2016-11-30,True,2016-12-02,2026-06-11,46.37,0.265,0.31,0.22,0.06363961030678926,0.31175105096158273,0.3535374195553954,0.26996468236777,0.059094849187691076,2
RFQ-007120,Sith Eternal Snowball,worst_of,1.0,0.6305,5,90,0.2292,250000,Alderaan Wealth Partners,TRD-002,2016-12-01,True,2016-12-04,2020-05-23,28.76,0.25,0.27,0.22,0.02645751311064591,0.2924295206268846,0.3478102461736477,0.256491311431006,0.04866513682476934,3
RFQ-009807,Holocron Reverse Convertible,single,1.3765,0.7739,0,180,0.2831,500000,Jabba Asset Management,TRD-027,2016-12-01,True,2016-12-01,2021-02-25,37.79,0.26,0.26,0.26,0.0,0.256491311431006,0.256491311431006,0.256491311431006,0.0,1
RFQ-009828,Sith Eternal Snowball,worst_of,1.0,0.6433,3,365,0.2408,250000,Chandrila Sovereign Fund,TRD-013,2016-12-01,False,,,,0.22666666666666668,0.27,0.15,0.06658328118479392,0.2585245225457226,0.3478102461736477,0.171272010032514,0.08828667886795509,3
RFQ-013028,Death Star Phoenix Note,worst_of,1.0026,0.6549,0,60,0.1449,500000,Chandrila Sovereign Fund,TRD-005,2016-12-01,False,,,,0.165,0.22,0.11,0.07778174593052022,0.21770963500048884,0.2729870042760002,0.1624322657249775,0.07817400532173399,2
RFQ-014154,Wretched Hive Digital,worst_of,1.2233,0.6,0,90,0.252,250000,Chandrila Sovereign Fund,TRD-005,2016-12-01,False,,,,0.28,0.42,0.14,0.1979898987322333,0.3632951068759239,0.5320128514559773,0.1945773622958705,0.23860292259811128,2
RFQ-021325,Mandalorian Twin-Win,single,1.2166,0.7886,0,365,0.1347,500000,First Order Financial,TRD-029,2016-12-01,True,2016-12-04,2025-08-12,70.39,0.15,0.15,0.15,0.0,0.171272010032514,0.171272010032514,0.171272010032514,0.0,1
RFQ-021563,Wretched Hive Digital,worst_of,1.2906,0.6,0,180,0.2388,100000,Banco de Coruscant,TRD-028,2016-12-01,False,,,,0.21000000000000002,0.27,0.15,0.08485281374238572,0.25954112810308083,0.3478102461736477,0.171272010032514,0.12483138391410768,2
RFQ-023920,Death Star Phoenix Note,worst_of,1.0477,0.6137,1,90,0.1946,100000,Corellian Capital,TRD-038,2016-12-01,False,,,,0.225,0.31,0.14,0.12020815280171307,0.2756965068223739,0.3568156513488773,0.1945773622958705,0.11471979435748436,2
RFQ-002422,Wretched Hive Digital,worst_of,1.3949,0.6,0,30,0.1251,500000,Chandrila Sovereign Fund,TRD-029,2016-12-02,True,2016-12-05,2019-12-29,33.25,0.145,0.18,0.11,0.04949747468305832,0.19515629661529316,0.2306844428991135,0.1596281503314728,0.05024438632055403,2
RFQ-006543,Wretched Hive Digital,worst_of,1.2757,0.6,0,1,0.3759,100000,Chandrila Sovereign Fund,TRD-004,2016-12-02,True,2016-12-06,2026-04-14,108.56,0.32,0.5,0.14,0.2545584412271571,0.4412726117638994,0.6892854733051645,0.1932597502226343,0.35074315243461773,2
RFQ-007134,Wretched Hive Digital,worst_of,1.3918,0.6,0,365,0.4056,2000000,Jabba Asset Management,TRD-017,2016-12-02,True,2016-12-02,2025-05-31,93.65,0.385,0.42,0.35,0.04949747468305831,0.46009139891479855,0.5056221039341325,0.4145606938954646,0.06439014054275086,2
RFQ-007348,Holocron Reverse Convertible,single,1.356,0.7736,0,90,0.1848,250000,Corellian Capital,TRD-003,2016-12-02,False,,,,0.18,0.18,0.18,0.0,0.2306844428991135,0.2306844428991135,0.2306844428991135,0.0,1
RFQ-011818,Sith Eternal Snowball,worst_of,1.0,0.5966,2,30,0.2634,500000,Jabba Asset Management,TRD-021,2016-12-02,True,2016-12-06,2023-05-30,28.03,0.24,0.28,0.18,0.05291502622129183,0.2837469435940548,0.360264774918122,0.2306844428991135,0.06789977918027662,3
RFQ-012602,Mandalorian Twin-Win,single,1.2684,0.7894,0,90,0.3094,1000000,First Order Financial,TRD-012,2016-12-02,True,2016-12-06,2024-12-07,41.58,0.27,0.27,0.27,0.0,0.3479119056725979,0.3479119056725979,0.3479119056725979,0.0,1
RFQ-022716,Wretched Hive Digital,worst_of,1.2629,0.6,0,90,0.3664,500000,Nal Hutta Traders,TRD-035,2016-12-02,False,,,,0.31,0.35,0.27,0.056568542494923775,0.3812362997840313,0.4145606938954646,0.3479119056725979,0.04712781011025519,2
RFQ-022854,Wretched Hive Digital,worst_of,1.2556,0.6,0,90,0.3002,250000,Kamino Cloning Trust,TRD-014,2016-12-02,True,2016-12-07,2022-08-28,42.66,0.315,0.32,0.31,0.007071067811865481,0.36125000236936894,0.3719086868772743,0.3505913178614636,0.015073656188135756,2
RFQ-000572,Kessel Run Snowball,worst_of,1.0,0.517,5,30,0.4672,500000,Nal Hutta Traders,TRD-020,2016-12-05,False,,,,0.41000000000000003,0.5,0.32,0.12727922061357858,0.5269631505585881,0.6835661379511787,0.3703601631659975,0.22147006867874444,2
RFQ-001066,Holocron Reverse Convertible,single,1.358,0.7153,0,30,0.2875,250000,Alderaan Wealth Partners,TRD-002,2016-12-05,False,,,,0.26,0.26,0.26,0.0,0.2599085274531194,0.2599085274531194,0.2599085274531194,0.0,1
RFQ-002487,Death Star Phoenix Note,worst_of,1.0002,0.631,2,30,0.2313,5000000,Corellian Capital,TRD-035,2016-12-05,True,2016-12-10,2019-12-03,14.97,0.24,0.26,0.22,0.028284271247461915,0.2594392355524412,0.2599085274531194,0.258969943651763,0.0006636789706509317,2
RFQ-002548,Mandalorian Twin-Win,single,1.2059,0.7536,0,365,0.2733,250000,Nal Hutta Traders,TRD-018,2016-12-05,False,,,,0.31,0.31,0.31,0.0,0.3527635967213644,0.3527635967213644,0.3527635967213644,0.0,1
RFQ-006299,Holocron Reverse Convertible,single,1.2081,0.7057,0,30,0.2882,500000,Nal Hutta Traders,TRD-024,2016-12-05,False,,,,0.28,0.28,0.28,0.0,0.3633568551906125,0.3633568551906125,0.3633568551906125,0.0,1
RFQ-006350,Death Star Phoenix Note,worst_of,1.0081,0.6022,1,90,0.4295,250000,Chandrila Sovereign Fund,TRD-039,2016-12-05,False,,,,0.41000000000000003,0.5,0.32,0.12727922061357858,0.5269631505585881,0.6835661379511787,0.3703601631659975,0.22147006867874444,2
RFQ-008159,Sith Eternal Snowball,worst_of,1.0,0.6131,2,90,0.3024,1000000,Corellian Capital,TRD-013,2016-12-05,True,2016-12-08,2023-04-21,39.02,0.26666666666666666,0.32,0.22,0.05033222956847167,0.2964128780902933,0.3703601631659975,0.258969943651763,0.06404194689762832,3
RFQ-008784,Holocron Reverse Convertible,single,1.2883,0.7332,0,30,0.1224,100000,Nal Hutta Traders,TRD-006,2016-12-05,True,2016-12-05,2025-05-13,68.59,0.11,0.11,0.11,0.0,0.160510330831743,0.160510330831743,0.160510330831743,0.0,1
RFQ-012843,Mandalorian Twin-Win,single,1.2293,0.8146,0,1,0.3805,500000,Chandrila Sovereign Fund,TRD-024,2016-12-05,True,2016-12-07,2019-12-06,13.76,0.35,0.35,0.35,0.0,0.4146212769487273,0.4146212769487273,0.4146212769487273,0.0,1
RFQ-013126,Mandalorian Twin-Win,single,1.2213,0.754,0,30,0.285,500000,Banco de Coruscant,TRD-037,2016-12-05,False,,,,0.28,0.28,0.28,0.0,0.3633568551906125,0.3633568551906125,0.3633568551906125,0.0,1
RFQ-016498,Death Star Phoenix Note,worst_of,1.0321,0.5982,2,60,0.4808,2000000,Banco de Coruscant,TRD-039,2016-12-05,True,2016-12-09,2025-10-12,95.51,0.425,0.5,0.35,0.10606601717798214,0.549093707449953,0.6835661379511787,0.4146212769487273,0.19017273498010684,2
RFQ-018711,Kessel Run Snowball,worst_of,1.0,0.5362,6,90,0.2532,500000,Alderaan Wealth Partners,TRD-037,2016-12-05,False,,,,0.21500000000000002,0.28,0.15,0.09192388155425121,0.2661726952209475,0.3633568551906125,0.1689885352512825,0.13743915707693669,2
RFQ-022040,Sith Eternal Snowball,worst_of,1.0,0.6027,4,30,0.4084,250000,Alderaan Wealth Partners,TRD-006,2016-12-05,True,2016-12-06,2020-05-31,36.14,0.3433333333333333,0.5,0.11,0.20599352740640503,0.4491573811074508,0.6835661379511787,0.160510330831743,0.26571260545211484,3
RFQ-022721,Holocron Reverse Convertible,single,1.3817,0.7501,0,60,0.2978,100000,Alderaan Wealth Partners,TRD-020,2016-12-05,True,2016-12-08,2025-06-07,53.66,0.27,0.27,0.27,0.0,0.3479848277439579,0.3479848277439579,0.3479848277439579,0.0,1
RFQ-002555,Wretched Hive Digital,worst_of,1.3569,0.6,0,30,0.2854,100000,Kamino Cloning Trust,TRD-023,2016-12-06,True,2016-12-08,2024-01-07,68.91,0.29000000000000004,0.31,0.27,0.02828427124746191,0.3520458711867658,0.3536381319138874,0.3504536104596442,0.0022517967151294087,2
RFQ-003385,Holocron Reverse Convertible,single,1.3697,0.7871,0,180,0.2401,500000,Alderaan Wealth Partners,TRD-024,2016-12-06,True,2016-12-10,2019-08-10,26.91,0.26,0.26,0.26,0.0,0.270414756515902,0.270414756515902,0.270414756515902,0.0,1
RFQ-003893,Holocron Reverse Convertible,single,1.3386,0.7373,0,30,0.1262,100000,Jabba Asset Management,TRD-014,2016-12-06,False,,,,0.14,0.14,0.14,0.0,0.1850106686914961,0.1850106686914961,0.1850106686914961,0.0,1
RFQ-006962,Mandalorian Twin-Win,single,1.2136,0.7702,0,90,0.402,500000,First Order Financial,TRD-003,2016-12-06,True,2016-12-11,2024-10-18,24.94,0.35,0.35,0.35,0.0,0.4209466171597111,0.4209466171597111,0.4209466171597111,0.0,1
RFQ-009276,Mandalorian Twin-Win,single,1.2884,0.7896,0,90,0.1309,100000,First Order Financial,TRD-018,2016-12-06,False,,,,0.14,0.14,0.14,0.0,0.1850106686914961,0.1850106686914961,0.1850106686914961,0.0,1
RFQ-011775,Mandalorian Twin-Win,single,1.3203,0.7534,0,30,0.1541,100000,Chandrila Sovereign Fund,TRD-012,2016-12-06,False,,,,0.14,0.14,0.14,0.0,0.1850106686914961,0.1850106686914961,0.1850106686914961,0.0,1
RFQ-013511,Death Star Phoenix Note,worst_of,1.0438,0.5884,3,90,0.402,250000,Chandrila Sovereign Fund,TRD-007,2016-12-06,True,2016-12-07,2025-07-04,106.37,0.385,0.5,0.27,0.1626345596729059,0.5172211094266526,0.6839886083936609,0.3504536104596442,0.23584485880218437,2
RFQ-014172,Kessel Run Snowball,worst_of,1.0,0.6388,4,365,0.1543,2000000,Banco de Coruscant,TRD-005,2016-12-06,False,,,,0.165,0.22,0.11,0.07778174593052022,0.20935458350917865,0.257504371904967,0.1612047951133903,0.06809408377471855,2
RFQ-016631,Kessel Run Snowball,worst_of,1.0,0.5212,3,365,0.2294,500000,Nal Hutta Traders,TRD-025,2016-12-06,False,,,,0.225,0.31,0.14,0.12020815280171307,0.2693244003026917,0.3536381319138874,0.1850106686914961,0.11923762273883803,2
RFQ-017208,Sith Eternal Snowball,worst_of,1.0,0.625,0,180,0.3396,100000,First Order Financial,TRD-034,2016-12-06,True,2016-12-11,2025-04-03,75.5,0.3466666666666667,0.42,0.3,0.06429100507328636,0.4257201260739436,0.4936427982006841,0.3633844736946665,0.06530864313414157,3
RFQ-019130,Wretched Hive Digital,worst_of,1.2202,0.6,0,30,0.1549,250000,Jabba Asset Management,TRD-006,2016-12-06,True,2016-12-06,2020-10-22,40.24,0.13,0.15,0.11,0.02828427124746189,0.16451882502366935,0.1678328549339484,0.1612047951133903,0.004686746045226713,2
RFQ-020553,Mandalorian Twin-Win,single,1.2555,0.8105,0,90,0.5082,100000,Nal Hutta Traders,TRD-028,2016-12-06,False,,,,0.5,0.5,0.5,0.0,0.6839886083936609,0.6839886083936609,0.6839886083936609,0.0,1
RFQ-022415,Death Star Phoenix Note,worst_of,0.9982,0.6945,1,30,0.3104,100000,Banco de Coruscant,TRD-002,2016-12-06,False,,,,0.26,0.3,0.22,0.0565685424949238,0.3388187391157236,0.4201331063264802,0.257504371904967,0.11499588092523808,2
RFQ-022814,Kessel Run Snowball,worst_of,1.0,0.5006,3,180,0.3634,100000,First Order Financial,TRD-022,2016-12-06,True,2016-12-06,2024-04-13,65.5,0.39,0.5,0.28,0.15556349186104043,0.5249175703703517,0.6839886083936609,0.3658465323470424,0.22496041935333028,2
RFQ-024898,Death Star Phoenix Note,worst_of,1.0339,0.6952,0,365,0.4301,250000,Kamino Cloning Trust,TRD-013,2016-12-06,True,2016-12-10,2023-03-12,49.81,0.36,0.42,0.3,0.08485281374238571,0.45688795226358214,0.4936427982006841,0.4201331063264802,0.0519792016071832,2
RFQ-024972,Mandalorian Twin-Win,single,1.2542,0.84,0,180,0.2598,1000000,Banco de Coruscant,TRD-010,2016-12-06,True,2016-12-10,2022-05-01,34.51,0.3,0.3,0.3,0.0,0.4201331063264802,0.4201331063264802,0.4201331063264802,0.0,1
RFQ-000544,Mandalorian Twin-Win,single,1.3839,0.7875,0,180,0.3,500000,First Order Financial,TRD-028,2016-12-07,True,2016-12-08,2022-08-31,35.8,0.35,0.35,0.35,0.0,0.4161786403878755,0.4161786403878755,0.4161786403878755,0.0,1
RFQ-000967,Wretched Hive Digital,worst_of,1.3724,0.6,0,60,0.2598,100000,Kamino Cloning Trust,TRD-026,2016-12-07,True,2016-12-10,2025-06-19,79.73,0.29000000000000004,0.32,0.26,0.04242640687119283,0.31449711994591983,0.3601148457348979,0.2688793941569418,0.06451320649538965,2
RFQ-001655,Mandalorian Twin-Win,single,1.3128,0.805,0,90,0.1482,500000,Chandrila Sovereign Fund,TRD-008,2016-12-07,True,2016-12-10,2025-05-04,67.67,0.14,0.14,0.14,0.0,0.1758846921242379,0.1758846921242379,0.1758846921242379,0.0,1
RFQ-001834,Kessel Run Snowball,worst_of,1.0,0.5653,6,365,0.4319,250000,Corellian Capital,TRD-028,2016-12-07,False,,,,0.37,0.42,0.32,0.07071067811865474,0.4258186199777226,0.4915223942205473,0.3601148457348979,0.09291916863330273,2
RFQ-004194,Wretched Hive Digital,worst_of,1.3068,0.6,0,365,0.1684,100000,Kamino Cloning Trust,TRD-039,2016-12-07,True,2016-12-07,2023-10-16,75.03,0.18,0.22,0.14,0.0565685424949238,0.2161425107316221,0.2564003293390063,0.1758846921242379,0.05693315306611868,2
RFQ-005971,Sith Eternal Snowball,worst_of,1.0,0.5741,4,180,0.2698,100000,Kamino Cloning Trust,TRD-016,2016-12-07,True,2016-12-08,2024-02-25,53.7,0.24333333333333332,0.31,0.14,0.09073771725877465,0.2921293919175127,0.3591210557967532,0.1758846921242379,0.10106081042146571,3
RFQ-007748,Holocron Reverse Convertible,single,1.3827,0.8213,0,30,0.1527,250000,Banco de Coruscant,TRD-034,2016-12-07,False,,,,0.15,0.15,0.15,0.0,0.1668784806398306,0.1668784806398306,0.1668784806398306,0.0,1
RFQ-014911,Wretched Hive Digital,worst_of,1.3142,0.6,0,365,0.3662,500000,Alderaan Wealth Partners,TRD-005,2016-12-07,True,2016-12-08,2021-03-17,52.81,0.4,0.5,0.3,0.14142135623730953,0.5513429579991042,0.6854829309469217,0.4172029850512866,0.18970256899916363,2
RFQ-014968,Wretched Hive Digital,worst_of,1.1738,0.6,0,30,0.3777,100000,Alderaan Wealth Partners,TRD-031,2016-12-07,True,2016-12-10,2020-04-16,37.31,0.38,0.5,0.26,0.16970562748477142,0.47718116255193177,0.6854829309469217,0.2688793941569418,0.29458318593049415,2
RFQ-016980,Holocron Reverse Convertible,single,1.1805,0.8107,0,180,0.2472,2000000,Chandrila Sovereign Fund,TRD-006,2016-12-07,True,2016-12-10,2025-07-04,46.45,0.22,0.22,0.22,0.0,0.2564003293390063,0.2564003293390063,0.2564003293390063,0.0,1
RFQ-017882,Death Star Phoenix Note,worst_of,1.0011,0.6567,0,30,0.2338,500000,Corellian Capital,TRD-002,2016-12-07,False,,,,0.205,0.3,0.11,0.13435028842544403,0.284850921758736,0.4172029850512866,0.1524988584661854,0.18717408291638732,2
RFQ-023808,Mandalorian Twin-Win,single,1.2626,0.7588,0,90,0.1966,100000,Nal Hutta Traders,TRD-012,2016-12-07,True,2016-12-07,2021-09-02,35.68,0.22,0.22,0.22,0.0,0.2564003293390063,0.2564003293390063,0.2564003293390063,0.0,1
RFQ-024728,Sith Eternal Snowball,worst_of,1.0,0.6287,6,30,0.2991,250000,Jabba Asset Management,TRD-003,2016-12-07,True,2016-12-09,2022-08-23,67.91,0.31666666666666665,0.5,0.14,0.18009256878986799,0.4009166836342355,0.6854829309469217,0.1758846921242379,0.2599631453942659,3
RFQ-003797,Death Star Phoenix Note,worst_of,1.0062,0.583,0,30,0.2945,100000,Jabba Asset Management,TRD-026,2016-12-08,True,2016-12-12,2025-09-25,32.28,0.315,0.35,0.28,0.04949747468305829,0.38875809950664486,0.4156247744089442,0.3618914246043455,0.037995216022700576,2
RFQ-006311,Mandalorian Twin-Win,single,1.3217,0.7537,0,30,0.2704,100000,Chandrila Sovereign Fund,TRD-021,2016-12-08,True,2016-12-13,2026-09-19,28.95,0.3,0.3,0.3,0.0,0.4167836953172792,0.4167836953172792,0.4167836953172792,0.0,1
RFQ-007082,Mandalorian Twin-Win,single,1.3674,0.8164,0,90,0.166,500000,Banco de Coruscant,TRD-019,2016-12-08,True,2016-12-08,2021-06-19,11.29,0.18,0.18,0.18,0.0,0.232477807614854,0.232477807614854,0.232477807614854,0.0,1
RFQ-007662,Kessel Run Snowball,worst_of,1.0,0.5458,5,30,0.184,2000000,Alderaan Wealth Partners,TRD-030,2016-12-08,True,2016-12-09,2020-03-19,20.39,0.195,0.28,0.11,0.12020815280171311,0.25705322268250713,0.3618914246043455,0.1522150207606688,0.14826360701267285,2
RFQ-011596,Kessel Run Snowball,worst_of,1.0,0.5445,5,90,0.2931,100000,Jabba Asset Management,TRD-014,2016-12-08,False,,,,0.265,0.42,0.11,0.2192031021678297,0.321436787131692,0.4906585535027152,0.1522150207606688,0.23931571705063234,2
RFQ-012414,Sith Eternal Snowball,worst_of,1.0,0.5813,0,90,0.2187,500000,Chandrila Sovereign Fund,TRD-032,2016-12-08,True,2016-12-08,2023-02-27,44.15,0.21666666666666667,0.28,0.15,0.06506407098647714,0.2582303346731325,0.3618914246043455,0.1667955435678621,0.09812090748961891,3
RFQ-013305,Death Star Phoenix Note,worst_of,1.0225,0.6907,1,30,0.1959,500000,Nal Hutta Traders,TRD-016,2016-12-08,True,2016-12-12,2021-10-07,25.9,0.165,0.22,0.11,0.07778174593052023,0.19910952830392936,0.2460040358471899,0.1522150207606688,0.06631884856848648,2
RFQ-016643,Sith Eternal Snowball,worst_of,1.0,0.6426,4,90,0.3031,1000000,First Order Financial,TRD-009,2016-12-08,False,,,,0.26,0.35,0.11,0.1307669683062202,0.30931960598849856,0.4156247744089442,0.1522150207606688,0.13885823756709226,3
RFQ-018255,Wretched Hive Digital,worst_of,1.1775,0.6,0,30,0.1956,250000,Jabba Asset Management,TRD-033,2016-12-08,False,,,,0.2,0.26,0.14,0.08485281374238571,0.22230501708479122,0.2738237565097449,0.1707862776598376,0.07285850001113493,2
RFQ-021148,Death Star Phoenix Note,worst_of,0.9634,0.5568,2,1,0.275,500000,Banco de Coruscant,TRD-001,2016-12-08,False,,,,0.29000000000000004,0.3,0.28,0.014142135623730904,0.3893375599608123,0.4167836953172792,0.3618914246043455,0.038814696855843184,2
RFQ-021695,Wretched Hive Digital,worst_of,1.3567,0.6,0,365,0.2107,100000,Alderaan Wealth Partners,TRD-030,2016-12-08,False,,,,0.22,0.3,0.14,0.11313708498984758,0.2937849864885584,0.4167836953172792,0.1707862776598376,0.1739464421799563,2
